,sd
80896,"{'ALLAMAIQBALINTERNATIONALAIRPORT|OPERATINGORGANISATION|PAKISTANCIVILAVIATIONAUTHORITY', 'PAKISTANCIVILAVIATIONAUTHORITY|HEADQUARTER|JINNAHINTERNATIONALAIRPORT', 'ALLAMAIQBALINTERNATIONALAIRPORT|LOCATION|PAKISTAN'}"
80898,"{'ALLAMAIQBALINTERNATIONALAIRPORT|OPERATINGORGANISATION|PAKISTANCIVILAVIATIONAUTHORITY', 'PAKISTANCIVILAVIATIONAUTHORITY|HEADQUARTER|JINNAHINTERNATIONALAIRPORT', 'ALLAMAIQBALINTERNATIONALAIRPORT|LOCATION|PAKISTAN'}"
80900,"{'ALLAMAIQBALINTERNATIONALAIRPORT|OPERATINGORGANISATION|PAKISTANCIVILAVIATIONAUTHORITY', 'PAKISTANCIVILAVIATIONAUTHORITY|HEADQUARTER|JINNAHINTERNATIONALAIRPORT', 'ALLAMAIQBALINTERNATIONALAIRPORT|LOCATION|PAKISTAN'}"
80902,"{'ALLAMAIQBALINTERNATIONALAIRPORT|RUNWAYNAME|18L/36R', 'ALLAMAIQBALINTERNATIONALAIRPORT|RUNWAYLENGTH|2900.0', 'ALLAMAIQBALINTERNATIONALAIRPORT|LOCATION|PUNJAB,PAKISTAN'}"
80904,"{'ALLAMAIQBALINTERNATIONALAIRPORT|RUNWAYNAME|18L/36R', 'ALLAMAIQBALINTERNATIONALAIRPORT|RUNWAYLENGTH|2900.0', 'ALLAMAIQBALINTERNATIONALAIRPORT|LOCATION|PUNJAB,PAKISTAN'}"
80906,"{'ALLAMAIQBALINTERNATIONALAIRPORT|RUNWAYNAME|18L/36R', 'ALLAMAIQBALINTERNATIONALAIRPORT|RUNWAYLENGTH|2900.0', 'ALLAMAIQBALINTERNATIONALAIRPORT|LOCATION|PUNJAB,PAKISTAN'}"
80908,"{'MAPLERIDGETOWNSHIP,ALPENACOUNTY,MICHIGAN|COUNTRY|UNITEDSTATES', 'ALPENACOUNTYREGIONALAIRPORT|LOCATION|MAPLERIDGETOWNSHIP,ALPENACOUNTY,MICHIGAN', 'ALPENACOUNTYREGIONALAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|210'}"
80910,"{'MAPLERIDGETOWNSHIP,ALPENACOUNTY,MICHIGAN|COUNTRY|UNITEDSTATES', 'ALPENACOUNTYREGIONALAIRPORT|LOCATION|MAPLERIDGETOWNSHIP,ALPENACOUNTY,MICHIGAN', 'ALPENACOUNTYREGIONALAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|210'}"
80912,"{'MAPLERIDGETOWNSHIP,ALPENACOUNTY,MICHIGAN|COUNTRY|UNITEDSTATES', 'ALPENACOUNTYREGIONALAIRPORT|LOCATION|MAPLERIDGETOWNSHIP,ALPENACOUNTY,MICHIGAN', 'ALPENACOUNTYREGIONALAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|210'}"
80914,"{'ANDREWSCOUNTYAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|973.0', 'ANDREWSCOUNTYAIRPORT|RUNWAYLENGTH|1773.0', 'ANDREWSCOUNTYAIRPORT|LOCATION|TEXAS'}"
80916,"{'ANDREWSCOUNTYAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|973.0', 'ANDREWSCOUNTYAIRPORT|RUNWAYLENGTH|1773.0', 'ANDREWSCOUNTYAIRPORT|LOCATION|TEXAS'}"
80918,"{'ANDREWSCOUNTYAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|973.0', 'ANDREWSCOUNTYAIRPORT|RUNWAYLENGTH|1773.0', 'ANDREWSCOUNTYAIRPORT|LOCATION|TEXAS'}"
80920,"{'ANDREWSCOUNTYAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|973.0', 'ANDREWSCOUNTYAIRPORT|LOCATION|TEXAS', 'ANDREWSCOUNTYAIRPORT|RUNWAYLENGTH|896.0'}"
80922,"{'ANDREWSCOUNTYAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|973.0', 'ANDREWSCOUNTYAIRPORT|LOCATION|TEXAS', 'ANDREWSCOUNTYAIRPORT|RUNWAYLENGTH|896.0'}"
80924,"{'ANDREWSCOUNTYAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|973.0', 'ANDREWSCOUNTYAIRPORT|LOCATION|TEXAS', 'ANDREWSCOUNTYAIRPORT|RUNWAYLENGTH|896.0'}"
80926,"{'TEXAS|LANGUAGE|ENGLISHLANGUAGE', 'ANDREWSCOUNTYAIRPORT|LOCATION|TEXAS', 'TEXAS|CAPITAL|AUSTIN,TEXAS'}"
80928,"{'TEXAS|LANGUAGE|ENGLISHLANGUAGE', 'ANDREWSCOUNTYAIRPORT|LOCATION|TEXAS', 'TEXAS|CAPITAL|AUSTIN,TEXAS'}"
80930,"{'TEXAS|COUNTRY|UNITEDSTATES', 'TEXAS|DEMONYM|TEJANO', 'ANDREWSCOUNTYAIRPORT|LOCATION|TEXAS'}"
80932,"{'TEXAS|COUNTRY|UNITEDSTATES', 'TEXAS|DEMONYM|TEJANO', 'ANDREWSCOUNTYAIRPORT|LOCATION|TEXAS'}"
80934,"{'TEXAS|COUNTRY|UNITEDSTATES', 'TEXAS|DEMONYM|TEJANO', 'ANDREWSCOUNTYAIRPORT|LOCATION|TEXAS'}"
80936,"{'BELGIUM|LANGUAGE|GERMANLANGUAGE', 'ANTWERPINTERNATIONALAIRPORT|CITYSERVED|ANTWERP', 'ANTWERP|COUNTRY|BELGIUM'}"
80938,"{'BELGIUM|LANGUAGE|GERMANLANGUAGE', 'ANTWERPINTERNATIONALAIRPORT|CITYSERVED|ANTWERP', 'ANTWERP|COUNTRY|BELGIUM'}"
80940,"{'BELGIUM|LANGUAGE|GERMANLANGUAGE', 'ANTWERPINTERNATIONALAIRPORT|CITYSERVED|ANTWERP', 'ANTWERP|COUNTRY|BELGIUM'}"
80942,"{'ATLANTICCITYINTERNATIONALAIRPORT|LOCATION|EGGHARBORTOWNSHIP,NEWJERSEY', 'EGGHARBORTOWNSHIP,NEWJERSEY|ISPARTOF|ATLANTICCOUNTY,NEWJERSEY', 'EGGHARBORTOWNSHIP,NEWJERSEY|COUNTRY|UNITEDSTATES'}"
80944,"{'ATLANTICCITYINTERNATIONALAIRPORT|LOCATION|EGGHARBORTOWNSHIP,NEWJERSEY', 'EGGHARBORTOWNSHIP,NEWJERSEY|ISPARTOF|ATLANTICCOUNTY,NEWJERSEY', 'EGGHARBORTOWNSHIP,NEWJERSEY|COUNTRY|UNITEDSTATES'}"
80946,"{'ATLANTICCITYINTERNATIONALAIRPORT|OPERATINGORGANISATION|PORTAUTHORITYOFNEWYORKANDNEWJERSEY', 'PORTAUTHORITYOFNEWYORKANDNEWJERSEY|HEADQUARTER|FOURWORLDTRADECENTER', 'PORTAUTHORITYOFNEWYORKANDNEWJERSEY|REGIONSERVED|NEWJERSEY'}"
80948,"{'ATLANTICCITYINTERNATIONALAIRPORT|OPERATINGORGANISATION|PORTAUTHORITYOFNEWYORKANDNEWJERSEY', 'PORTAUTHORITYOFNEWYORKANDNEWJERSEY|HEADQUARTER|FOURWORLDTRADECENTER', 'PORTAUTHORITYOFNEWYORKANDNEWJERSEY|REGIONSERVED|NEWJERSEY'}"
80950,"{'ATLANTICCITYINTERNATIONALAIRPORT|OPERATINGORGANISATION|PORTAUTHORITYOFNEWYORKANDNEWJERSEY', 'PORTAUTHORITYOFNEWYORKANDNEWJERSEY|HEADQUARTER|FOURWORLDTRADECENTER', 'PORTAUTHORITYOFNEWYORKANDNEWJERSEY|REGIONSERVED|NEWJERSEY'}"
80952,"{'ATLANTICCITYINTERNATIONALAIRPORT|RUNWAYLENGTH|3048.0', 'ATLANTICCITYINTERNATIONALAIRPORT|LOCATION|EGGHARBORTOWNSHIP,NEWJERSEY', 'EGGHARBORTOWNSHIP,NEWJERSEY|COUNTRY|UNITEDSTATES'}"
80954,"{'ATLANTICCITYINTERNATIONALAIRPORT|RUNWAYLENGTH|3048.0', 'ATLANTICCITYINTERNATIONALAIRPORT|LOCATION|EGGHARBORTOWNSHIP,NEWJERSEY', 'EGGHARBORTOWNSHIP,NEWJERSEY|COUNTRY|UNITEDSTATES'}"
80956,"{'ATLANTICCITYINTERNATIONALAIRPORT|RUNWAYLENGTH|3048.0', 'ATLANTICCITYINTERNATIONALAIRPORT|LOCATION|EGGHARBORTOWNSHIP,NEWJERSEY', 'EGGHARBORTOWNSHIP,NEWJERSEY|COUNTRY|UNITEDSTATES'}"
80958,"{'ALLAMAIQBALINTERNATIONALAIRPORT|CITYSERVED|LAHORE', 'PAKISTAN|LEADERNAME|ANWARZAHEERJAMALI', 'LAHORE|COUNTRY|PAKISTAN'}"
80960,"{'ALLAMAIQBALINTERNATIONALAIRPORT|CITYSERVED|LAHORE', 'PAKISTAN|LEADERNAME|ANWARZAHEERJAMALI', 'LAHORE|COUNTRY|PAKISTAN'}"
80962,"{'MADRID|ISPARTOF|COMMUNITYOFMADRID', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|LOCATION|MADRID', 'MADRID|LEADERPARTY|AHORAMADRID'}"
80964,"{'MADRID|ISPARTOF|COMMUNITYOFMADRID', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|LOCATION|MADRID', 'MADRID|LEADERPARTY|AHORAMADRID'}"
80966,"{'MADRID|COUNTRY|SPAIN', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|LOCATION|MADRID', 'MADRID|LEADERPARTY|AHORAMADRID'}"
80968,"{'MADRID|COUNTRY|SPAIN', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|LOCATION|MADRID', 'MADRID|LEADERPARTY|AHORAMADRID'}"
80970,"{'MADRID|COUNTRY|SPAIN', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|LOCATION|MADRID', 'MADRID|LEADERPARTY|AHORAMADRID'}"
80972,"{'SANSEBASTIANDELOSREYES|LEADERPARTY|PEOPLESPARTY(SPAIN)', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|LOCATION|SANSEBASTIANDELOSREYES', 'SANSEBASTIANDELOSREYES|COUNTRY|SPAIN'}"
80974,"{'SANSEBASTIANDELOSREYES|LEADERPARTY|PEOPLESPARTY(SPAIN)', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|LOCATION|SANSEBASTIANDELOSREYES', 'SANSEBASTIANDELOSREYES|COUNTRY|SPAIN'}"
80976,"{'SANSEBASTIANDELOSREYES|LEADERPARTY|PEOPLESPARTY(SPAIN)', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|LOCATION|SANSEBASTIANDELOSREYES', 'SANSEBASTIANDELOSREYES|COUNTRY|SPAIN'}"
80978,"{'AARONDEER|ORIGIN|INDIANA', 'AARONDEER|ORIGIN|UNITEDSTATES', 'AARONDEER|GENRE|PSYCHEDELIA'}"
80980,"{'AARONDEER|ORIGIN|INDIANA', 'AARONDEER|ORIGIN|UNITEDSTATES', 'AARONDEER|GENRE|PSYCHEDELIA'}"
80982,"{'AARONDEER|ORIGIN|INDIANA', 'AARONDEER|ORIGIN|UNITEDSTATES', 'AARONDEER|GENRE|PSYCHEDELIA'}"
80984,"{'AARONTURNER|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|TWILIGHT(BAND)', 'AARONTURNER|GENRE|AMBIENTMUSIC', 'AARONTURNER|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MAMIFFER'}"
80986,"{'AARONTURNER|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|TWILIGHT(BAND)', 'AARONTURNER|GENRE|AMBIENTMUSIC', 'AARONTURNER|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MAMIFFER'}"
80988,"{'AARONTURNER|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|TWILIGHT(BAND)', 'AARONTURNER|GENRE|AMBIENTMUSIC', 'AARONTURNER|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MAMIFFER'}"
80990,"{'AARONTURNER|GENRE|BLACKMETAL', 'BLACKMETAL|MUSICFUSIONGENRE|DEATHMETAL', 'AARONTURNER|INSTRUMENT|SINGING'}"
80992,"{'AARONTURNER|GENRE|BLACKMETAL', 'BLACKMETAL|MUSICFUSIONGENRE|DEATHMETAL', 'AARONTURNER|INSTRUMENT|SINGING'}"
80994,"{'ABRADAB|BIRTHDATE|1978-11-12', 'ABRADAB|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MAGIK(RAPPER)', 'ABRADAB|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|KALIBER44'}"
80996,"{'ABRADAB|BIRTHDATE|1978-11-12', 'ABRADAB|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MAGIK(RAPPER)', 'ABRADAB|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|KALIBER44'}"
80998,"{'ABRADAB|BIRTHDATE|1978-11-12', 'ABRADAB|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MAGIK(RAPPER)', 'ABRADAB|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|KALIBER44'}"
81000,"{'ABRADAB|ORIGIN|KATOWICE', 'ABRADAB|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MAGIK(RAPPER)', 'ABRADAB|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|KALIBER44'}"
81002,"{'ABRADAB|ORIGIN|KATOWICE', 'ABRADAB|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MAGIK(RAPPER)', 'ABRADAB|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|KALIBER44'}"
81004,"{'ABRADAB|ORIGIN|KATOWICE', 'ABRADAB|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MAGIK(RAPPER)', 'ABRADAB|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|KALIBER44'}"
81006,"{'HIPHOPMUSIC|STYLISTICORIGIN|DISCO', 'HIPHOPMUSIC|STYLISTICORIGIN|FUNK', 'ACEWILDER|GENRE|HIPHOPMUSIC'}"
81008,"{'HIPHOPMUSIC|STYLISTICORIGIN|DISCO', 'HIPHOPMUSIC|STYLISTICORIGIN|FUNK', 'ACEWILDER|GENRE|HIPHOPMUSIC'}"
81010,"{'HIPHOPMUSIC|STYLISTICORIGIN|DISCO', 'HIPHOPMUSIC|STYLISTICORIGIN|FUNK', 'ACEWILDER|GENRE|HIPHOPMUSIC'}"
81012,"{'PARAGUAY|LEADERNAME|JUANAFARA', 'AGUSTINBARBOZA|BIRTHPLACE|ASUNCION', 'AGUSTINBARBOZA|BIRTHPLACE|PARAGUAY'}"
81014,"{'PARAGUAY|LEADERNAME|JUANAFARA', 'AGUSTINBARBOZA|BIRTHPLACE|ASUNCION', 'AGUSTINBARBOZA|BIRTHPLACE|PARAGUAY'}"
81016,"{'ALANDERSON(NRBQBAND)|INSTRUMENT|SINGING', 'ALANDERSON(NRBQBAND)|GENRE|ROCKMUSIC', 'ALANDERSON(NRBQBAND)|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|NRBQ'}"
81018,"{'ALANDERSON(NRBQBAND)|INSTRUMENT|SINGING', 'ALANDERSON(NRBQBAND)|GENRE|ROCKMUSIC', 'ALANDERSON(NRBQBAND)|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|NRBQ'}"
81020,"{'ALANDERSON(NRBQBAND)|INSTRUMENT|SINGING', 'ALANDERSON(NRBQBAND)|GENRE|ROCKMUSIC', 'ALANDERSON(NRBQBAND)|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|NRBQ'}"
81022,"{'ROCKMUSIC|MUSICFUSIONGENRE|BHANGRA(MUSIC)', 'ROCKMUSIC|STYLISTICORIGIN|COUNTRYMUSIC', 'ALANFREW|GENRE|ROCKMUSIC'}"
81024,"{'ROCKMUSIC|MUSICFUSIONGENRE|BHANGRA(MUSIC)', 'ROCKMUSIC|STYLISTICORIGIN|COUNTRYMUSIC', 'ALANFREW|GENRE|ROCKMUSIC'}"
81026,"{'ROCKMUSIC|MUSICFUSIONGENRE|BHANGRA(MUSIC)', 'ROCKMUSIC|STYLISTICORIGIN|COUNTRYMUSIC', 'ALANFREW|GENRE|ROCKMUSIC'}"
81028,"{'RHYTHMANDBLUES|DERIVATIVE|DISCO', 'ALBENNIEJONES|GENRE|RHYTHMANDBLUES', 'ALBENNIEJONES|BIRTHPLACE|ERRATA,MISSISSIPPI'}"
81030,"{'RHYTHMANDBLUES|DERIVATIVE|DISCO', 'ALBENNIEJONES|GENRE|RHYTHMANDBLUES', 'ALBENNIEJONES|BIRTHPLACE|ERRATA,MISSISSIPPI'}"
81032,"{'RHYTHMANDBLUES|DERIVATIVE|DISCO', 'ALBENNIEJONES|GENRE|RHYTHMANDBLUES', 'ALBENNIEJONES|BIRTHPLACE|ERRATA,MISSISSIPPI'}"
81034,"{'ALEKSANDRAKOVAC|GENRE|POPMUSIC', 'ALEKSANDRAKOVAC|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|K2(KOVACSISTERSDUO)', 'ALEKSANDRAKOVAC|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|BEBIDOL'}"
81036,"{'ALEKSANDRAKOVAC|GENRE|POPMUSIC', 'ALEKSANDRAKOVAC|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|K2(KOVACSISTERSDUO)', 'ALEKSANDRAKOVAC|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|BEBIDOL'}"
81038,"{'ALEKSANDRAKOVAC|GENRE|POPMUSIC', 'ALEKSANDRAKOVAC|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|K2(KOVACSISTERSDUO)', 'ALEKSANDRAKOVAC|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|BEBIDOL'}"
81040,"{'ALEKSANDRAKOVAC|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|K2(KOVACSISTERSDUO)', 'ALEKSANDRAKOVAC|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|KRISTINAKOVAC', 'ALEKSANDRAKOVAC|GENRE|RHYTHMANDBLUES'}"
81042,"{'ALEKSANDRAKOVAC|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|K2(KOVACSISTERSDUO)', 'ALEKSANDRAKOVAC|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|KRISTINAKOVAC', 'ALEKSANDRAKOVAC|GENRE|RHYTHMANDBLUES'}"
81044,"{'SYNTHPOP|STYLISTICORIGIN|POPMUSIC', 'SYNTHPOP|STYLISTICORIGIN|DISCO', 'ALEXDAY|GENRE|SYNTHPOP'}"
81046,"{'SYNTHPOP|STYLISTICORIGIN|POPMUSIC', 'SYNTHPOP|STYLISTICORIGIN|DISCO', 'ALEXDAY|GENRE|SYNTHPOP'}"
81048,"{'SYNTHPOP|STYLISTICORIGIN|POPMUSIC', 'SYNTHPOP|STYLISTICORIGIN|DISCO', 'ALEXDAY|GENRE|SYNTHPOP'}"
81050,"{'ALFREDGARTHJONES|DEATHPLACE|SIDCUP', 'ALFREDGARTHJONES|BIRTHPLACE|ENGLAND', 'ALFREDGARTHJONES|BIRTHPLACE|MANCHESTER'}"
81052,"{'ALFREDGARTHJONES|DEATHPLACE|SIDCUP', 'ALFREDGARTHJONES|BIRTHPLACE|ENGLAND', 'ALFREDGARTHJONES|BIRTHPLACE|MANCHESTER'}"
81054,"{'ALFREDGARTHJONES|DEATHPLACE|SIDCUP', 'ALFREDGARTHJONES|BIRTHPLACE|ENGLAND', 'ALFREDGARTHJONES|BIRTHPLACE|MANCHESTER'}"
81056,"{'ALFREDGARTHJONES|NATIONALITY|UNITEDKINGDOM', 'ALFREDGARTHJONES|DEATHPLACE|LONDON', 'ALFREDGARTHJONES|BIRTHPLACE|ENGLAND'}"
81058,"{'ALFREDGARTHJONES|NATIONALITY|UNITEDKINGDOM', 'ALFREDGARTHJONES|DEATHPLACE|LONDON', 'ALFREDGARTHJONES|BIRTHPLACE|ENGLAND'}"
81060,"{'ALFREDGARTHJONES|NATIONALITY|UNITEDKINGDOM', 'ALFREDGARTHJONES|DEATHPLACE|LONDON', 'ALFREDGARTHJONES|BIRTHPLACE|ENGLAND'}"
81062,"{'MANCHESTER|LEADERNAME|LABOURPARTY(UK)', 'ALFREDGARTHJONES|DEATHPLACE|SIDCUP', 'ALFREDGARTHJONES|BIRTHPLACE|MANCHESTER'}"
81064,"{'MANCHESTER|LEADERNAME|LABOURPARTY(UK)', 'ALFREDGARTHJONES|DEATHPLACE|SIDCUP', 'ALFREDGARTHJONES|BIRTHPLACE|MANCHESTER'}"
81066,"{'MANCHESTER|LEADERNAME|LABOURPARTY(UK)', 'ALFREDGARTHJONES|DEATHPLACE|SIDCUP', 'ALFREDGARTHJONES|BIRTHPLACE|MANCHESTER'}"
81068,"{'ALISONODONNELL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MELLOWCANDLE', 'ALISONODONNELL|GENRE|FOLKMUSICOFIRELAND', 'ALISONODONNELL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|FLIBBERTIGIBBET'}"
81070,"{'ALISONODONNELL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MELLOWCANDLE', 'ALISONODONNELL|GENRE|FOLKMUSICOFIRELAND', 'ALISONODONNELL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|FLIBBERTIGIBBET'}"
81072,"{'ALISONODONNELL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MELLOWCANDLE', 'ALISONODONNELL|GENRE|FOLKMUSICOFIRELAND', 'ALISONODONNELL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|FLIBBERTIGIBBET'}"
81074,"{'ALISONODONNELL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MELLOWCANDLE', 'ALISONODONNELL|GENRE|FOLKMUSIC', 'ALISONODONNELL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|FLIBBERTIGIBBET'}"
81076,"{'ALISONODONNELL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MELLOWCANDLE', 'ALISONODONNELL|GENRE|FOLKMUSIC', 'ALISONODONNELL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|FLIBBERTIGIBBET'}"
81078,"{'ALISONODONNELL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MELLOWCANDLE', 'ALISONODONNELL|GENRE|FOLKMUSIC', 'ALISONODONNELL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|FLIBBERTIGIBBET'}"
81080,"{'ALISONODONNELL|GENRE|JAZZ', 'JAZZ|DERIVATIVE|FUNK', 'ALISONODONNELL|INSTRUMENT|VOICE,BODHRAN,PERCUSSION,AUTOHARP'}"
81082,"{'ALISONODONNELL|GENRE|JAZZ', 'JAZZ|DERIVATIVE|FUNK', 'ALISONODONNELL|INSTRUMENT|VOICE,BODHRAN,PERCUSSION,AUTOHARP'}"
81084,"{'ALISONODONNELL|GENRE|JAZZ', 'JAZZ|DERIVATIVE|FUNK', 'ALISONODONNELL|INSTRUMENT|VOICE,BODHRAN,PERCUSSION,AUTOHARP'}"
81086,"{'ALLENFORREST|GENRE|POPMUSIC', 'ALLENFORREST|BACKGROUND|SOLOSINGER', 'ALLENFORREST|BIRTHPLACE|DOTHAN,ALABAMA'}"
81088,"{'ALLENFORREST|GENRE|POPMUSIC', 'ALLENFORREST|BACKGROUND|SOLOSINGER', 'ALLENFORREST|BIRTHPLACE|DOTHAN,ALABAMA'}"
81090,"{'ALLENFORREST|GENRE|POPMUSIC', 'ALLENFORREST|BACKGROUND|SOLOSINGER', 'ALLENFORREST|BIRTHPLACE|DOTHAN,ALABAMA'}"
81092,"{'ALLENFORREST|GENRE|RHYTHMANDBLUES', 'ALLENFORREST|BACKGROUND|SOLOSINGER', 'ALLENFORREST|BIRTHPLACE|DOTHAN,ALABAMA'}"
81094,"{'ALLENFORREST|GENRE|RHYTHMANDBLUES', 'ALLENFORREST|BACKGROUND|SOLOSINGER', 'ALLENFORREST|BIRTHPLACE|DOTHAN,ALABAMA'}"
81096,"{'ALLENFORREST|GENRE|RHYTHMANDBLUES', 'ALLENFORREST|BACKGROUND|SOLOSINGER', 'ALLENFORREST|BIRTHPLACE|DOTHAN,ALABAMA'}"
81098,"{'ANDREWWHITE(MUSICIAN)|GENRE|ALTERNATIVEROCK', 'ALTERNATIVEROCK|STYLISTICORIGIN|NEWWAVEMUSIC', 'ALTERNATIVEROCK|MUSICFUSIONGENRE|NUMETAL'}"
81100,"{'ANDREWWHITE(MUSICIAN)|GENRE|ALTERNATIVEROCK', 'ALTERNATIVEROCK|STYLISTICORIGIN|NEWWAVEMUSIC', 'ALTERNATIVEROCK|MUSICFUSIONGENRE|NUMETAL'}"
81102,"{'ANDREWWHITE(MUSICIAN)|GENRE|ALTERNATIVEROCK', 'ALTERNATIVEROCK|STYLISTICORIGIN|NEWWAVEMUSIC', 'ALTERNATIVEROCK|MUSICFUSIONGENRE|NUMETAL'}"
81104,"{'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|KIRKJOSEPH', 'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|BILLYIUSO', 'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|TABBENOIT'}"
81106,"{'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|KIRKJOSEPH', 'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|BILLYIUSO', 'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|TABBENOIT'}"
81108,"{'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|KIRKJOSEPH', 'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|BILLYIUSO', 'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|TABBENOIT'}"
81110,"{'ROCKMUSIC|MUSICFUSIONGENRE|BHANGRA(MUSIC)', 'ANDERSOSBORNE|GENRE|ROCKMUSIC', 'ANDERSOSBORNE|RECORDLABEL|RABADASHRECORDS'}"
81112,"{'ROCKMUSIC|MUSICFUSIONGENRE|BHANGRA(MUSIC)', 'ANDERSOSBORNE|GENRE|ROCKMUSIC', 'ANDERSOSBORNE|RECORDLABEL|RABADASHRECORDS'}"
81114,"{'ROCKMUSIC|MUSICFUSIONGENRE|BHANGRA(MUSIC)', 'ANDERSOSBORNE|GENRE|ROCKMUSIC', 'ANDERSOSBORNE|RECORDLABEL|RABADASHRECORDS'}"
81116,"{'ANDRA(SINGER)|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|CRBL', 'ANDRA(SINGER)|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|PUYA(SINGER)', 'ANDRA(SINGER)|GENRE|DANCE-POP'}"
81118,"{'ANDRA(SINGER)|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|CRBL', 'ANDRA(SINGER)|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|PUYA(SINGER)', 'ANDRA(SINGER)|GENRE|DANCE-POP'}"
