,sd
39757,"{'WILLIAMANDERS|BIRTHPLACE|BRITISHHONGKONG', 'WILLIAMANDERS|WASACREWMEMBEROF|APOLLO8'}"
39758,"{'WILLIAMANDERS|BIRTHPLACE|BRITISHHONGKONG', 'WILLIAMANDERS|WASACREWMEMBEROF|APOLLO8'}"
39759,"{'WILLIAMANDERS|BIRTHPLACE|BRITISHHONGKONG', 'WILLIAMANDERS|WASACREWMEMBEROF|APOLLO8'}"
39760,"{'WILLIAMANDERS|STATUS|RETIRED', 'WILLIAMANDERS|ALMAMATER|AFIT,M.S.1962'}"
39761,"{'WILLIAMANDERS|STATUS|RETIRED', 'WILLIAMANDERS|ALMAMATER|AFIT,M.S.1962'}"
39762,"{'WILLIAMANDERS|STATUS|RETIRED', 'WILLIAMANDERS|ALMAMATER|AFIT,M.S.1962'}"
39763,"{'AARONBOOGAARD|CLUB|WICHITATHUNDER', 'AARONBOOGAARD|BIRTHPLACE|SASKATCHEWAN'}"
39764,"{'AARONBOOGAARD|CLUB|WICHITATHUNDER', 'AARONBOOGAARD|BIRTHPLACE|SASKATCHEWAN'}"
39765,"{'AARONBOOGAARD|CLUB|WICHITATHUNDER', 'AARONBOOGAARD|BIRTHPLACE|SASKATCHEWAN'}"
39766,"{'ABELHERNANDEZ|CLUB|PENAROL', 'PENAROL|MANAGER|JORGEOROSMANDASILVA'}"
39767,"{'ABELHERNANDEZ|CLUB|PENAROL', 'PENAROL|MANAGER|JORGEOROSMANDASILVA'}"
39768,"{'ABELHERNANDEZ|CLUB|PENAROL', 'PENAROL|MANAGER|JORGEOROSMANDASILVA'}"
39769,"{'ADAMMAHER|CLUB|NETHERLANDSNATIONALUNDER-17FOOTBALLTEAM', 'ADAMMAHER|CLUB|AZALKMAAR'}"
39770,"{'ADAMMAHER|CLUB|NETHERLANDSNATIONALUNDER-17FOOTBALLTEAM', 'ADAMMAHER|CLUB|AZALKMAAR'}"
39771,"{'ADAMMAHER|CLUB|NETHERLANDSNATIONALUNDER-17FOOTBALLTEAM', 'ADAMMAHER|CLUB|AZALKMAAR'}"
39772,"{'AHMADKADHIMASSAD|CLUB|STEELAZINF.C.', 'AHMADKADHIMASSAD|CLUB|ALSHORTASC'}"
39773,"{'AHMADKADHIMASSAD|CLUB|STEELAZINF.C.', 'AHMADKADHIMASSAD|CLUB|ALSHORTASC'}"
39774,"{'AKEEMADAMS|CLUB|T&TECSPORTSCLUB', 'AKEEMADAMS|CLUB|TRINIDADANDTOBAGONATIONALFOOTBALLTEAM'}"
39775,"{'AKEEMADAMS|CLUB|T&TECSPORTSCLUB', 'AKEEMADAMS|CLUB|TRINIDADANDTOBAGONATIONALFOOTBALLTEAM'}"
39776,"{'AKEEMAYERS|DRAFTPICK|39', 'AKEEMAYERS|FORMERTEAM|NEWENGLANDPATRIOTS'}"
39777,"{'AKEEMAYERS|DRAFTPICK|39', 'AKEEMAYERS|FORMERTEAM|NEWENGLANDPATRIOTS'}"
39778,"{'AKEEMAYERS|DRAFTPICK|39', 'AKEEMAYERS|FORMERTEAM|NEWENGLANDPATRIOTS'}"
39779,"{'AKEEMAYERS|DRAFTPICK|39', 'AKEEMAYERS|FORMERTEAM|TENNESSEETITANS'}"
39780,"{'AKEEMAYERS|DRAFTPICK|39', 'AKEEMAYERS|FORMERTEAM|TENNESSEETITANS'}"
39781,"{'AKEEMAYERS|DRAFTPICK|39', 'AKEEMAYERS|FORMERTEAM|TENNESSEETITANS'}"
39782,"{'AKEEMPRIESTLEY|CLUB|CONNECTICUTHUSKIES', 'AKEEMPRIESTLEY|CLUB|SHEIKHRUSSELKC'}"
39783,"{'AKEEMPRIESTLEY|CLUB|CONNECTICUTHUSKIES', 'AKEEMPRIESTLEY|CLUB|SHEIKHRUSSELKC'}"
39784,"{'AKEEMPRIESTLEY|CLUB|CONNECTICUTHUSKIES', 'AKEEMPRIESTLEY|CLUB|SHEIKHRUSSELKC'}"
39785,"{'AKEEMPRIESTLEY|CLUB|ROPS', 'AKEEMPRIESTLEY|CLUB|SHEIKHRUSSELKC'}"
39786,"{'AKEEMPRIESTLEY|CLUB|ROPS', 'AKEEMPRIESTLEY|CLUB|SHEIKHRUSSELKC'}"
39787,"{'AKEEMPRIESTLEY|CLUB|ROPS', 'AKEEMPRIESTLEY|CLUB|SHEIKHRUSSELKC'}"
39788,"{'AL-KHORSPORTSCLUB|GROUND|ALKHOR', 'ALAAABDUL-ZAHRA|CLUB|AL-KHORSPORTSCLUB'}"
39789,"{'AL-KHORSPORTSCLUB|GROUND|ALKHOR', 'ALAAABDUL-ZAHRA|CLUB|AL-KHORSPORTSCLUB'}"
39790,"{'AL-KHORSPORTSCLUB|GROUND|ALKHOR', 'ALAAABDUL-ZAHRA|CLUB|AL-KHORSPORTSCLUB'}"
39791,"{'ALKHARAITIYATSC|MANAGER|AMAROSIM', 'ALAAABDUL-ZAHRA|CLUB|ALKHARAITIYATSC'}"
39792,"{'ALKHARAITIYATSC|MANAGER|AMAROSIM', 'ALAAABDUL-ZAHRA|CLUB|ALKHARAITIYATSC'}"
39793,"{'ALANMARTIN(FOOTBALLER)|CLUB|HAMILTONACADEMICALF.C.', 'ALANMARTIN(FOOTBALLER)|CLUB|LEEDSUNITEDF.C.'}"
39794,"{'ALANMARTIN(FOOTBALLER)|CLUB|HAMILTONACADEMICALF.C.', 'ALANMARTIN(FOOTBALLER)|CLUB|LEEDSUNITEDF.C.'}"
39795,"{'ALANMARTIN(FOOTBALLER)|CLUB|HAMILTONACADEMICALF.C.', 'ALANMARTIN(FOOTBALLER)|CLUB|LEEDSUNITEDF.C.'}"
39796,"{'ALANMARTIN(FOOTBALLER)|CLUB|HAMILTONACADEMICALF.C.', 'HAMILTONACADEMICALF.C.|GROUND|NEWDOUGLASPARK'}"
39797,"{'ALANMARTIN(FOOTBALLER)|CLUB|HAMILTONACADEMICALF.C.', 'HAMILTONACADEMICALF.C.|GROUND|NEWDOUGLASPARK'}"
39798,"{'ALANMARTIN(FOOTBALLER)|CLUB|HAMILTONACADEMICALF.C.', 'HAMILTONACADEMICALF.C.|GROUND|NEWDOUGLASPARK'}"
39799,"{'ALEKSANDERBARKOV,JR.|CLUB|FLORIDAPANTHERS', 'ALEKSANDERBARKOV,JR.|BIRTHDATE|1995-09-02'}"
39800,"{'ALEKSANDERBARKOV,JR.|CLUB|FLORIDAPANTHERS', 'ALEKSANDERBARKOV,JR.|BIRTHDATE|1995-09-02'}"
39801,"{'ALEKSANDERBARKOV,JR.|CLUB|FLORIDAPANTHERS', 'ALEKSANDERBARKOV,JR.|BIRTHDATE|1995-09-02'}"
39802,"{'ALEKSANDERBARKOV,JR.|CLUB|FLORIDAPANTHERS', 'ALEKSANDERBARKOV,JR.|BIRTHPLACE|TAMPERE,FINLAND'}"
39803,"{'ALEKSANDERBARKOV,JR.|CLUB|FLORIDAPANTHERS', 'ALEKSANDERBARKOV,JR.|BIRTHPLACE|TAMPERE,FINLAND'}"
39804,"{'ALEKSANDERBARKOV,JR.|CLUB|FLORIDAPANTHERS', 'ALEKSANDERBARKOV,JR.|BIRTHPLACE|TAMPERE,FINLAND'}"
39805,"{'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'ALEKSANDRPRUDNIKOV|CLUB|FCKUBANKRASNODAR'}"
39806,"{'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'ALEKSANDRPRUDNIKOV|CLUB|FCKUBANKRASNODAR'}"
39807,"{'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'ALEKSANDRPRUDNIKOV|CLUB|FCKUBANKRASNODAR'}"
39808,"{'ALEXTYUS|CLUB|MACCABITELAVIVB.C.', 'ALEXTYUS|LEAGUE|TURKISHBASKETBALLSUPERLEAGUE'}"
39809,"{'ALEXTYUS|CLUB|MACCABITELAVIVB.C.', 'ALEXTYUS|LEAGUE|TURKISHBASKETBALLSUPERLEAGUE'}"
39810,"{'ALEXTYUS|CLUB|MACCABITELAVIVB.C.', 'ALEXTYUS|LEAGUE|TURKISHBASKETBALLSUPERLEAGUE'}"
39811,"{'BRANDON,MANITOBA|LEADERNAME|CONSERVATIVEPARTYOFCANADA', 'ALEXPLANTE|BIRTHPLACE|BRANDON,MANITOBA'}"
39812,"{'BRANDON,MANITOBA|LEADERNAME|CONSERVATIVEPARTYOFCANADA', 'ALEXPLANTE|BIRTHPLACE|BRANDON,MANITOBA'}"
39813,"{'BRANDON,MANITOBA|LEADERNAME|CONSERVATIVEPARTYOFCANADA', 'ALEXPLANTE|BIRTHPLACE|BRANDON,MANITOBA'}"
39814,"{'ADAMMCQUAID|BIRTHPLACE|CANADA', 'CANADA|ANTHEM|OCANADA'}"
39815,"{'ADAMMCQUAID|BIRTHPLACE|CANADA', 'CANADA|ANTHEM|OCANADA'}"
39816,"{'ADAMMCQUAID|BIRTHPLACE|CANADA', 'CANADA|ANTHEM|OCANADA'}"
39817,"{'ALEKSANDREGURULI|CLUB|FCDINAMOBATUMI', 'FCDINAMOBATUMI|MANAGER|LEVANKHOMERIKI'}"
39818,"{'ALEKSANDREGURULI|CLUB|FCDINAMOBATUMI', 'FCDINAMOBATUMI|MANAGER|LEVANKHOMERIKI'}"
39819,"{'ALEKSANDREGURULI|CLUB|FCDINAMOBATUMI', 'FCDINAMOBATUMI|MANAGER|LEVANKHOMERIKI'}"
39820,"{'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'FCSPARTAKMOSCOW|GROUND|OTKRYTIYEARENA'}"
39821,"{'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'FCSPARTAKMOSCOW|GROUND|OTKRYTIYEARENA'}"
39822,"{'ROPS|LEAGUE|VEIKKAUSLIIGA', 'AKEEMPRIESTLEY|CLUB|ROPS'}"
39823,"{'ROPS|LEAGUE|VEIKKAUSLIIGA', 'AKEEMPRIESTLEY|CLUB|ROPS'}"
39824,"{'ROPS|LEAGUE|VEIKKAUSLIIGA', 'AKEEMPRIESTLEY|CLUB|ROPS'}"
39825,"{'UNITEDPETROTRINF.C.|GROUND|PALOSECOVELODROME', 'AKEEMADAMS|CLUB|UNITEDPETROTRINF.C.'}"
39826,"{'UNITEDPETROTRINF.C.|GROUND|PALOSECOVELODROME', 'AKEEMADAMS|CLUB|UNITEDPETROTRINF.C.'}"
39827,"{'108STGEORGESTERRACE|FLOORCOUNT|50', '108STGEORGESTERRACE|COMPLETIONDATE|1988'}"
39828,"{'108STGEORGESTERRACE|FLOORCOUNT|50', '108STGEORGESTERRACE|COMPLETIONDATE|1988'}"
39829,"{'108STGEORGESTERRACE|FLOORCOUNT|50', '108STGEORGESTERRACE|COMPLETIONDATE|1988'}"
39830,"{'200PUBLICSQUARE|LOCATION|UNITEDSTATES', '200PUBLICSQUARE|FLOORCOUNT|45'}"
39831,"{'200PUBLICSQUARE|LOCATION|UNITEDSTATES', '200PUBLICSQUARE|FLOORCOUNT|45'}"
39832,"{'200PUBLICSQUARE|LOCATION|UNITEDSTATES', '200PUBLICSQUARE|FLOORCOUNT|45'}"
39833,"{'20FENCHURCHSTREET|FLOORCOUNT|34', '20FENCHURCHSTREET|FLOORAREA|62145.3(SQUAREMETRES)'}"
39834,"{'20FENCHURCHSTREET|FLOORCOUNT|34', '20FENCHURCHSTREET|FLOORAREA|62145.3(SQUAREMETRES)'}"
39835,"{'20FENCHURCHSTREET|FLOORCOUNT|34', '20FENCHURCHSTREET|FLOORAREA|62145.3(SQUAREMETRES)'}"
39836,"{'300NORTHLASALLE|FLOORCOUNT|60', '300NORTHLASALLE|LOCATION|CHICAGO'}"
39837,"{'300NORTHLASALLE|FLOORCOUNT|60', '300NORTHLASALLE|LOCATION|CHICAGO'}"
39838,"{'300NORTHLASALLE|FLOORCOUNT|60', '300NORTHLASALLE|LOCATION|CHICAGO'}"
39839,"{'320SOUTHBOSTONBUILDING|ARCHITECT|GEORGEWINKLER', 'GEORGEWINKLER|COUNTRY|UNITEDSTATES'}"
39840,"{'320SOUTHBOSTONBUILDING|ARCHITECT|GEORGEWINKLER', 'GEORGEWINKLER|COUNTRY|UNITEDSTATES'}"
39841,"{'320SOUTHBOSTONBUILDING|ARCHITECT|GEORGEWINKLER', 'GEORGEWINKLER|COUNTRY|UNITEDSTATES'}"
39842,"{'3ARENA|ARCHITECT|HOKSVE', '3ARENA|LOCATION|EASTLINKBRIDGE'}"
39843,"{'3ARENA|ARCHITECT|HOKSVE', '3ARENA|LOCATION|EASTLINKBRIDGE'}"
39844,"{'3ARENA|ARCHITECT|HOKSVE', '3ARENA|LOCATION|EASTLINKBRIDGE'}"
39845,"{'3ARENA|LOCATION|DUBLIN', '3ARENA|ARCHITECT|POPULOUS(COMPANY)'}"
39846,"{'3ARENA|LOCATION|DUBLIN', '3ARENA|ARCHITECT|POPULOUS(COMPANY)'}"
39847,"{'3ARENA|LOCATION|DUBLIN', '3ARENA|ARCHITECT|POPULOUS(COMPANY)'}"
39848,"{'ACHOTELBELLASKYCOPENHAGEN|LOCATION|COPENHAGEN', 'ACHOTELBELLASKYCOPENHAGEN|TENANT|MARRIOTTINTERNATIONAL'}"
39849,"{'ACHOTELBELLASKYCOPENHAGEN|LOCATION|COPENHAGEN', 'ACHOTELBELLASKYCOPENHAGEN|TENANT|MARRIOTTINTERNATIONAL'}"
39850,"{'ACHOTELBELLASKYCOPENHAGEN|LOCATION|COPENHAGEN', 'ACHOTELBELLASKYCOPENHAGEN|TENANT|MARRIOTTINTERNATIONAL'}"
39851,"{'ADAREMANOR|COMPLETIONDATE|1862', 'ADAREMANOR|ARCHITECT|GEORGERICHARDPAIN'}"
39852,"{'ADAREMANOR|COMPLETIONDATE|1862', 'ADAREMANOR|ARCHITECT|GEORGERICHARDPAIN'}"
39853,"{'ADAREMANOR|LOCATION|ADARE', 'ADAREMANOR|LOCATION|COUNTYLIMERICK'}"
39854,"{'ADAREMANOR|LOCATION|ADARE', 'ADAREMANOR|LOCATION|COUNTYLIMERICK'}"
39855,"{'ADAREMANOR|LOCATION|ADARE', 'ADAREMANOR|LOCATION|COUNTYLIMERICK'}"
39856,"{'ADDISABABACITYHALL|LOCATION|ADDISABABA', 'ADDISABABACITYHALL|COUNTRY|ETHIOPIA'}"
39857,"{'ADDISABABACITYHALL|LOCATION|ADDISABABA', 'ADDISABABACITYHALL|COUNTRY|ETHIOPIA'}"
39858,"{'ADISHAMHALL|LOCATION|HAPUTALE,SRILANKA', 'ADISHAMHALL|ARCHITECTURALSTYLE|TUDORREVIVALARCHITECTURE'}"
39859,"{'ADISHAMHALL|LOCATION|HAPUTALE,SRILANKA', 'ADISHAMHALL|ARCHITECTURALSTYLE|TUDORREVIVALARCHITECTURE'}"
39860,"{'ADISHAMHALL|LOCATION|HAPUTALE,SRILANKA', 'ADISHAMHALL|ARCHITECTURALSTYLE|TUDORREVIVALARCHITECTURE'}"
39861,"{'ADISHAMHALL|ARCHITECTURALSTYLE|TUDORREVIVALARCHITECTURE', 'ADISHAMHALL|LOCATION|SRILANKA'}"
39862,"{'ADISHAMHALL|ARCHITECTURALSTYLE|TUDORREVIVALARCHITECTURE', 'ADISHAMHALL|LOCATION|SRILANKA'}"
39863,"{'ADISHAMHALL|ARCHITECTURALSTYLE|TUDORREVIVALARCHITECTURE', 'ADISHAMHALL|LOCATION|SRILANKA'}"
39864,"{'JAPAN|ETHNICGROUP|BRAZILIANSINJAPAN', 'AKITAMUSEUMOFART|COUNTRY|JAPAN'}"
39865,"{'JAPAN|ETHNICGROUP|BRAZILIANSINJAPAN', 'AKITAMUSEUMOFART|COUNTRY|JAPAN'}"
39866,"{'JAPAN|ETHNICGROUP|BRAZILIANSINJAPAN', 'AKITAMUSEUMOFART|COUNTRY|JAPAN'}"
39867,"{'AKITAMUSEUMOFART|FLOORCOUNT|3', 'AKITAMUSEUMOFART|ADDRESS|1-4-2NAKADORI'}"
39868,"{'AKITAMUSEUMOFART|FLOORCOUNT|3', 'AKITAMUSEUMOFART|ADDRESS|1-4-2NAKADORI'}"
39869,"{'AMDAVADNIGUFA|LOCATION|GUJARAT', 'AMDAVADNIGUFA|ADDRESS|LALBHAIDALPATBHAICAMPUS,NEARCEPTUNIVERSITY,OPP.GUJARATUNIVERSITY,UNIVERSITYROAD'}"
39870,"{'AMDAVADNIGUFA|LOCATION|GUJARAT', 'AMDAVADNIGUFA|ADDRESS|LALBHAIDALPATBHAICAMPUS,NEARCEPTUNIVERSITY,OPP.GUJARATUNIVERSITY,UNIVERSITYROAD'}"
39871,"{'AMPARAHOSPITAL|STATE|EASTERNPROVINCE,SRILANKA', 'EASTERNPROVINCE,SRILANKA|LEADERNAME|AUSTINFERNANDO'}"
39872,"{'AMPARAHOSPITAL|STATE|EASTERNPROVINCE,SRILANKA', 'EASTERNPROVINCE,SRILANKA|LEADERNAME|AUSTINFERNANDO'}"
39873,"{'ASSERLEVYPUBLICBATHS|LOCATION|NEWYORKCITY', 'NEWYORKCITY|COUNTRY|UNITEDSTATES'}"
39874,"{'ASSERLEVYPUBLICBATHS|LOCATION|NEWYORKCITY', 'NEWYORKCITY|COUNTRY|UNITEDSTATES'}"
39875,"{'ASSERLEVYPUBLICBATHS|LOCATION|NEWYORKCITY', 'NEWYORKCITY|ISPARTOF|BROOKLYN'}"
39876,"{'ASSERLEVYPUBLICBATHS|LOCATION|NEWYORKCITY', 'NEWYORKCITY|ISPARTOF|BROOKLYN'}"
39877,"{'ASSERLEVYPUBLICBATHS|LOCATION|NEWYORKCITY', 'NEWYORKCITY|ISPARTOF|BROOKLYN'}"
39878,"{'COUNTYLIMERICK|ISPARTOF|MUNSTER', 'ADAREMANOR|LOCATION|COUNTYLIMERICK'}"
39879,"{'COUNTYLIMERICK|ISPARTOF|MUNSTER', 'ADAREMANOR|LOCATION|COUNTYLIMERICK'}"
39880,"{'COUNTYLIMERICK|ISPARTOF|MUNSTER', 'ADAREMANOR|LOCATION|COUNTYLIMERICK'}"
39881,"{'3ARENA|LOCATION|DUBLIN', 'DUBLIN|ISPARTOF|REPUBLICOFIRELAND'}"
39882,"{'3ARENA|LOCATION|DUBLIN', 'DUBLIN|ISPARTOF|REPUBLICOFIRELAND'}"
39883,"{'3ARENA|LOCATION|DUBLIN', 'DUBLIN|ISPARTOF|REPUBLICOFIRELAND'}"
39884,"{'(19255)1994VK8|APOAPSIS|6603633000.0(KILOMETRES)', '(19255)1994VK8|ESCAPEVELOCITY|0.0925(KILOMETREPERSECONDS)'}"
39885,"{'(19255)1994VK8|APOAPSIS|6603633000.0(KILOMETRES)', '(19255)1994VK8|ESCAPEVELOCITY|0.0925(KILOMETREPERSECONDS)'}"
39886,"{'(19255)1994VK8|APOAPSIS|6603633000.0(KILOMETRES)', '(19255)1994VK8|ESCAPEVELOCITY|0.0925(KILOMETREPERSECONDS)'}"
39887,"{'(66391)1999KW4|ORBITALPERIOD|16244700.0', '(66391)1999KW4|EPOCH|2004-07-14'}"
39888,"{'(66391)1999KW4|ORBITALPERIOD|16244700.0', '(66391)1999KW4|EPOCH|2004-07-14'}"
39889,"{'(66391)1999KW4|ORBITALPERIOD|16244700.0', '(66391)1999KW4|EPOCH|2004-07-14'}"
39890,"{'101HELENA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|DEATHCAUSE|PERITONITIS'}"
39891,"{'101HELENA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|DEATHCAUSE|PERITONITIS'}"
39892,"{'1036GANYMED|DISCOVERER|WALTERBAADE', 'WALTERBAADE|BIRTHPLACE|GERMANEMPIRE'}"
39893,"{'1036GANYMED|DISCOVERER|WALTERBAADE', 'WALTERBAADE|BIRTHPLACE|GERMANEMPIRE'}"
39894,"{'1036GANYMED|DISCOVERER|WALTERBAADE', 'WALTERBAADE|BIRTHPLACE|GERMANEMPIRE'}"
39895,"{'1036GANYMED|DISCOVERER|WALTERBAADE', 'WALTERBAADE|NATIONALITY|GERMANY'}"
39896,"{'1036GANYMED|DISCOVERER|WALTERBAADE', 'WALTERBAADE|NATIONALITY|GERMANY'}"
39897,"{'103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|DEATHCAUSE|PERITONITIS'}"
39898,"{'103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|DEATHCAUSE|PERITONITIS'}"
39899,"{'103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|DEATHCAUSE|PERITONITIS'}"
39900,"{'N.R.POGSON|BIRTHPLACE|NOTTINGHAM', '107CAMILLA|DISCOVERER|N.R.POGSON'}"
39901,"{'N.R.POGSON|BIRTHPLACE|NOTTINGHAM', '107CAMILLA|DISCOVERER|N.R.POGSON'}"
39902,"{'N.R.POGSON|BIRTHPLACE|NOTTINGHAM', '107CAMILLA|DISCOVERER|N.R.POGSON'}"
39903,"{'1089TAMA|FORMERNAME|A919HA1927WB', '1089TAMA|EPOCH|2005-11-26'}"
39904,"{'1089TAMA|FORMERNAME|A919HA1927WB', '1089TAMA|EPOCH|2005-11-26'}"
39905,"{'1089TAMA|FORMERNAME|A919HA1927WB', '1089TAMA|EPOCH|2005-11-26'}"
39906,"{'1089TAMA|APOAPSIS|373513000.0(KILOMETRES)', '1089TAMA|TEMPERATURE|179.0(KELVINS)'}"
39907,"{'1089TAMA|APOAPSIS|373513000.0(KILOMETRES)', '1089TAMA|TEMPERATURE|179.0(KELVINS)'}"
39908,"{'1089TAMA|APOAPSIS|373513000.0(KILOMETRES)', '1089TAMA|TEMPERATURE|179.0(KELVINS)'}"
39909,"{'1097VICIA|EPOCH|2006-12-31', '1097VICIA|PERIAPSIS|279142000000.0'}"
39910,"{'1097VICIA|EPOCH|2006-12-31', '1097VICIA|PERIAPSIS|279142000000.0'}"
39911,"{'1097VICIA|EPOCH|2006-12-31', '1097VICIA|PERIAPSIS|279142000000.0'}"
39912,"{'109FELICITAS|TEMPERATURE|170.0(KELVINS)', '109FELICITAS|APOAPSIS|523329000.0(KILOMETRES)'}"
39913,"{'109FELICITAS|TEMPERATURE|170.0(KELVINS)', '109FELICITAS|APOAPSIS|523329000.0(KILOMETRES)'}"
39914,"{'109FELICITAS|TEMPERATURE|170.0(KELVINS)', '109FELICITAS|APOAPSIS|523329000.0(KILOMETRES)'}"
39915,"{'109FELICITAS|EPOCH|2006-12-31', '109FELICITAS|PERIAPSIS|283326000000.0'}"
39916,"{'109FELICITAS|EPOCH|2006-12-31', '109FELICITAS|PERIAPSIS|283326000000.0'}"
39917,"{'109FELICITAS|EPOCH|2006-12-31', '109FELICITAS|PERIAPSIS|283326000000.0'}"
39918,"{'109FELICITAS|EPOCH|2006-12-31', '109FELICITAS|ROTATIONPERIOD|47487.6'}"
39919,"{'109FELICITAS|EPOCH|2006-12-31', '109FELICITAS|ROTATIONPERIOD|47487.6'}"
39920,"{'109FELICITAS|EPOCH|2006-12-31', '109FELICITAS|ROTATIONPERIOD|47487.6'}"
39921,"{'10HYGIEA|TEMPERATURE|164.0(KELVINS)', '10HYGIEA|APOAPSIS|523951582.33968(KILOMETRES)'}"
39922,"{'10HYGIEA|TEMPERATURE|164.0(KELVINS)', '10HYGIEA|APOAPSIS|523951582.33968(KILOMETRES)'}"
39923,"{'10HYGIEA|TEMPERATURE|164.0(KELVINS)', '10HYGIEA|APOAPSIS|523951582.33968(KILOMETRES)'}"
39924,"{'110LYDIA|EPOCH|2006-12-31', '110LYDIA|MASS|6.7(KILOGRAMS)'}"
39925,"{'110LYDIA|EPOCH|2006-12-31', '110LYDIA|MASS|6.7(KILOGRAMS)'}"
39926,"{'110LYDIA|EPOCH|2006-12-31', '110LYDIA|MASS|6.7(KILOGRAMS)'}"
39927,"{'110LYDIA|ORBITALPERIOD|142603000.0', '110LYDIA|EPOCH|2006-12-31'}"
39928,"{'110LYDIA|ORBITALPERIOD|142603000.0', '110LYDIA|EPOCH|2006-12-31'}"
39929,"{'110LYDIA|ORBITALPERIOD|142603000.0', '110LYDIA|EPOCH|2006-12-31'}"
39930,"{'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'AKRON,OHIO|COUNTRY|UNITEDSTATES'}"
39931,"{'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'AKRON,OHIO|COUNTRY|UNITEDSTATES'}"
39932,"{'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'AKRON,OHIO|COUNTRY|UNITEDSTATES'}"
39933,"{'OREGON|CAPITAL|SALEM,OREGON', 'ALBANY,OREGON|ISPARTOF|OREGON'}"
39934,"{'OREGON|CAPITAL|SALEM,OREGON', 'ALBANY,OREGON|ISPARTOF|OREGON'}"
39935,"{'ALBUQUERQUE,NEWMEXICO|LEADERTITLE|UNITEDSTATESHOUSEOFREPRESENTATIVES', 'ALBUQUERQUE,NEWMEXICO|COUNTRY|UNITEDSTATES'}"
39936,"{'ALBUQUERQUE,NEWMEXICO|LEADERTITLE|UNITEDSTATESHOUSEOFREPRESENTATIVES', 'ALBUQUERQUE,NEWMEXICO|COUNTRY|UNITEDSTATES'}"
39937,"{'ALBUQUERQUE,NEWMEXICO|LEADERTITLE|UNITEDSTATESHOUSEOFREPRESENTATIVES', 'ALBUQUERQUE,NEWMEXICO|COUNTRY|UNITEDSTATES'}"
39938,"{'AMARILLO,TEXAS|COUNTRY|UNITEDSTATES', 'AMARILLO,TEXAS|ISPARTOF|TEXAS'}"
39939,"{'AMARILLO,TEXAS|COUNTRY|UNITEDSTATES', 'AMARILLO,TEXAS|ISPARTOF|TEXAS'}"
39940,"{'ANAHEIM,CALIFORNIA|ISPARTOF|CALIFORNIA', 'ANAHEIM,CALIFORNIA|LEADERTITLE|UNITEDSTATESHOUSEOFREPRESENTATIVES'}"
39941,"{'ANAHEIM,CALIFORNIA|ISPARTOF|CALIFORNIA', 'ANAHEIM,CALIFORNIA|LEADERTITLE|UNITEDSTATESHOUSEOFREPRESENTATIVES'}"
39942,"{'ORANGECOUNTY,CALIFORNIA|COUNTRY|UNITEDSTATES', 'ANAHEIM,CALIFORNIA|ISPARTOF|ORANGECOUNTY,CALIFORNIA'}"
39943,"{'ORANGECOUNTY,CALIFORNIA|COUNTRY|UNITEDSTATES', 'ANAHEIM,CALIFORNIA|ISPARTOF|ORANGECOUNTY,CALIFORNIA'}"
39944,"{'ANDERSON,INDIANA|ISPARTOF|ADAMSTOWNSHIP,MADISONCOUNTY,INDIANA', 'ADAMSTOWNSHIP,MADISONCOUNTY,INDIANA|COUNTRY|UNITEDSTATES'}"
39945,"{'ANDERSON,INDIANA|ISPARTOF|ADAMSTOWNSHIP,MADISONCOUNTY,INDIANA', 'ADAMSTOWNSHIP,MADISONCOUNTY,INDIANA|COUNTRY|UNITEDSTATES'}"
39946,"{'ANDERSON,INDIANA|ISPARTOF|ADAMSTOWNSHIP,MADISONCOUNTY,INDIANA', 'ADAMSTOWNSHIP,MADISONCOUNTY,INDIANA|COUNTRY|UNITEDSTATES'}"
39947,"{'ANTIOCH,CALIFORNIA|ELEVATIONABOVETHESEALEVEL|13.0', 'ANTIOCH,CALIFORNIA|AREATOTAL|75.324(SQUAREKILOMETRES)'}"
39948,"{'ANTIOCH,CALIFORNIA|ELEVATIONABOVETHESEALEVEL|13.0', 'ANTIOCH,CALIFORNIA|AREATOTAL|75.324(SQUAREKILOMETRES)'}"
39949,"{'ARLINGTON,TEXAS|ELEVATIONABOVETHESEALEVEL|184.0', 'ARLINGTON,TEXAS|AREATOTAL|258.2(SQUAREKILOMETRES)'}"
